层级,职业编码,职业名称,职业描述,主要工作任务,parent_code,l2_prefix,category,core_actions,objects,deliverables,main_kpi,environment,served_population,role_level
四级,2-10-02-02,美术编辑,从事出版物封面、版面、页面美术设计和装帧的专业人员。,"1.规划、设计出版物封面、版面、页面
2.选用、设计、编排图片
3.核对封面、版面和插图并进行装帧。",2-10-02,2-10,2类-专业技术创制,"[""规划设计出版物封面"", ""设计编排版面页面"", ""选用设计图片"", ""执行出版物装帧""]","[""出版物封面"", ""出版物版面页面"", ""出版物插图""]","[""出版物封面设计稿"", ""版面编排方案"", ""装帧成品""]","""出版物视觉设计质量""","[""出版社设计工作室"", ""数字设计办公区"", ""印刷厂校对区""]","[""出版机构"", ""图书读者"", ""书籍作者""]",专业/项目负责
四级,2-10-02-03,技术编辑,从事出版物版式设计，组织排版、印刷和复制的专业人员。,"1.进行出版物版式设计，并组织排版、印制
2.核对、付型图书、报纸、期刊等出版物
3.协调、处理版式设计、印刷复制过程中的技术问题
4.检查出版物印装制作质量。",2-10-02,2-10,2类-专业技术创制,"[""设计出版物版式"", ""组织排版印制"", ""核对付型出版物"", ""处理印刷复制技术问题"", ""检查印装制作质量""]","[""图书报刊出版物"", ""版式设计方案"", ""印刷复制工艺""]","[""出版物版式设计稿"", ""付型样稿"", ""成品出版物""]","""出版物印装合格率""","[""出版社编辑室"", ""印刷厂车间""]","[""出版机构"", ""图书读者""]",专业/项目负责
四级,2-10-02-04,数字出版编辑S,从事数字化出版产品的策划、编辑、加工、转换的专业人员。,"1.策划数字化出版物及相关产品
2.物色脚本创作者和制作者，收集素材、资料
3.组织产品内容并主持制作
4.进行产品内容数字化转换，修改、标注并建立索引
5.编辑、加工产品内容，主持制作、合成数字化出版物及产品
6.检查、监督产品内容和质量。",2-10-02,2-10,2类-专业技术创制,"[""策划数字化出版物"", ""收集素材资料"", ""主持数字化产品制作"", ""进行数字化内容转换"", ""编辑加工产品内容""]","[""数字化出版物"", ""数字化产品内容"", ""脚本素材资料"", ""数字化索引""]","[""数字化出版物"", ""数字化产品"", ""数字化索引""]","""数字化产品质量合格率""","[""数字出版编辑室"", ""数字化加工中心"", ""出版公司办公区""]","[""数字化产品用户"", ""出版机构"", ""内容创作者""]",专业/项目负责
四级,2-10-02-05,网络编辑S,从事互联网等网络媒体内容策划、稿件组织、加工管理的专业人员。,"1.策划网站内容
2.组织网站稿件
3.运用信息发布系统或相关软件，制作网页
4.编辑网页内容
5.进行网站内容的检查、管理。",2-10-02,2-10,2类-专业技术创制,"[""策划网站内容"", ""组织网站稿件"", ""制作网页页面"", ""编辑网页内容"", ""检查管理网站内容""]","[""网站内容"", ""网络稿件"", ""网页页面"", ""信息发布系统""]","[""网站内容策划方案"", ""发布网页页面"", ""编辑后的网络稿件""]","""内容发布质量""","[""网络媒体编辑室"", ""数字化办公环境""]","[""互联网用户"", ""网络媒体读者""]",专业/项目负责
四级,2-10-02-06,电子音乐编辑,使用计算机等设备和工具，从事音乐创作、录音和制作的专业人员。,"1.调查、分析图像、画面、歌词的音乐审美需求
2.进行广播、电视、电影、电视剧配乐
3.制作歌曲音乐伴奏
4.制作舞蹈、体操、滑冰等背景音乐
5.制作大型活动仪式背景音乐
6.制作通讯、网络、动漫、游戏音乐
7.制作广告音乐
8.制作音乐教学或其他教学课件或演示等音乐。",2-10-02,2-10,2类-专业技术创制,"[""分析音乐审美需求"", ""创作影视配乐"", ""制作电子音乐作品"", ""录制音频素材""]","[""影视画面"", ""歌词文本"", ""数字化音频素材"", ""电子音乐软件""]","[""影视配乐音轨"", ""歌曲伴奏文件"", ""活动背景音乐"", ""教学音乐课件""]","""无明确指标""","[""数字音乐工作室"", ""专业录音棚"", ""计算机办公区""]","[""影视制作公司"", ""游戏动漫开发商"", ""广告代理公司"", ""教育培训机构""]",专业/项目负责
四级,2-10-03-00,校对员,从事图书、报纸、期刊等出版物原稿和校样核对工作的专业人员。,"1.核对、校正校样与原稿不符的文字、符号、标点、图表、版式差错
2.发现原稿的疏漏和差错，提出修改意见和建议。",2-10-03,2-10,2类-专业技术创制,"[""核对校样原稿"", ""校正文字符号差错"", ""校正图表版式"", ""提出原稿修改建议""]","[""出版物原稿"", ""出版物校样"", ""文字符号标点"", ""图表版式""]","[""校对后的校样"", ""原稿修改建议""]","""校对准确率""","[""出版社编辑室"", ""报社校对室"", ""印刷厂校样区""]","[""出版编辑"", ""图书作者"", ""终端读者""]",一线执行
四级,2-10-04-01,播音员,在广播电台、电视台，从事播音工作的专业人员。,"1.将编辑部门发播的文字稿件，创作成准确、生动的语言，向受众传播
2.主持现场转播、报道及解说，参加文艺演出、影视剧制作活动
3.随机处置稿件差错，随机处置突发情况。",2-10-04,2-10,2类-专业技术创制,"[""创作播音语言"", ""主持现场转播"", ""进行节目解说"", ""处置稿件差错""]","[""文字稿件"", ""现场报道"", ""文艺演出"", ""突发状况""]","[""播音音频"", ""播报节目"", ""解说词""]","""播音准确率""","[""广播电台录音棚"", ""电视台演播室"", ""现场报道地点""]","[""广播电台受众"", ""电视台观众""]",一线执行
四级,2-10-04-02,节目主持人,在各种节目中，以语言驾驭节目进程的专业人员。,"1.参与现场采访和现场评述
2.参与节目的策划、编排、制作
3.撰写、润色节目讲稿或串联词，主持各类节目，处置突发事件
4.参与节目的管理、运作。",2-10-04,2-10,2类-专业技术创制,"[""现场采访评述"", ""策划编排节目"", ""撰写润色讲稿"", ""主持各类节目"", ""处置现场突发事件""]","[""电视/广播/网络节目"", ""节目讲稿"", ""采访嘉宾""]","[""节目讲稿"", ""节目串联词"", ""播出的节目内容""]","""节目播出质量""","[""广播电视演播室"", ""节目拍摄现场""]","[""节目观众"", ""听众""]",专业/项目负责
四级,2-10-05-00,翻译,以口头或书面形式，从事两种及以上语言文字间信息转换的专业人员。,"1.运用双语或多语技能、相关专业领域知识和辅助工具，把一种语言所表达的信息通过口头形式用另一种语言同步或接续表达出来，或通过书面形式用另一种语言文字表达出来
2.对照原文对笔译译文进行修改和审定，或对机器翻译的结果进行译后编辑审核
3.创建、审核和管理双语或多语对照术语表、词汇库和翻译记忆库
4.进行翻译理论与实践研究
5.进行翻译教学。",2-10-05,2-10,2类-专业技术创制,"[""进行口头翻译"", ""进行书面翻译"", ""审定笔译译文"", ""管理翻译术语库"", ""研究翻译理论""]","[""多语种信息"", ""笔译译文"", ""翻译术语库"", ""翻译记忆库""]","[""多语种译文"", ""双语对照术语表"", ""翻译研究报告""]","""翻译准确率""","[""翻译工作室"", ""国际会议现场"", ""语言教学教室""]","[""外籍人员"", ""跨国企业"", ""翻译专业学生""]",专业/项目负责
四级,2-10-06-01,文献信息专业人员,从事图书文献资料及相关信息资源收集、整理加工、保存保护和开发利用的专业人员,"1.编制、加工图书文献资料目录体系或检索系统，关联、整合外部图书资料
2.整理、保存、保护图书文献资料及其辅助设备设施并管理库房
3.提供图书文献资料借阅服务、展览服务、咨询服务、学术情报研究服务、数据挖掘分析服务以及再整理出版服务
4.研发、运用、维护图书文献资料数据库、智能服务系统、信息管理系统、资源共享系统
5.进行阅读引导、阅读推广、公益性讲座、素养培训、文献展览等活动。",2-10-06,2-10,2类-专业技术创制,"[""编制目录体系"", ""整理保存文献"", ""提供学术情报服务"", ""研发维护信息系统"", ""开展阅读推广活动""]","[""图书文献资料"", ""文献目录体系"", ""信息管理系统"", ""文献库房设施""]","[""文献目录体系"", ""学术情报研究报告"", ""数据挖掘分析报告""]","""无明确指标""","[""图书馆阅览室"", ""文献库房"", ""数字化信息中心""]","[""学术研究人员"", ""社会公众"", ""学生读者""]",专业/项目负责
四级,2-10-06-02,微缩摄影专业人员,从事文献资料微缩拍摄、制作和微缩文献揭示、开发、管理的专业人员。,"1.明确摄制要求，制订拍摄方案
2.了解原件状况，确定缩率、曝光量、曝光时间等技术数据，使用光学和数字微缩摄影设备进行拍摄
3.配制冲洗药液，根据试片数据，确定药液温度和走片速度，进行冲洗、拷贝
4.检查冲洗、拷贝质量，分卷、装盒
5.维护保养微缩摄影设备，排除设备故障
6.进行缩微文献数字化加工，编制缩微文献书目数据
7.编辑出版缩微文献汇编，管理缩微品库房。",2-10-06,2-10,2类-专业技术创制,"[""制订拍摄方案"", ""操作微缩摄影设备拍摄"", ""冲洗拷贝微缩胶片"", ""编制缩微文献书目数据"", ""编辑出版缩微文献汇编""]","[""文献资料原件"", ""微缩摄影设备"", ""冲洗药液"", ""缩微文献书目数据""]","[""微缩拍摄方案"", ""缩微文献胶片"", ""缩微文献汇编""]","""微缩品成像质量""","[""微缩摄影工作室"", ""胶片冲洗室"", ""缩微品库房""]","[""文献研究人员"", ""档案管理机构"", ""图书馆用户""]",专业/项目负责
四级,2-10-07-00,档案专业人员,从事档案接收、征集、整理、编目、鉴定、保管、保护、利用、编研的专业人员。,"1.接收或征集档案资料
2.进行档案资料登记造册、价值鉴定，确定保管期限
3.进行档案资料分类、编号和组卷
4.进行档案资料排架、入库、移出及其登记、统计，清点、核对档案资料
5.进行档案库房日常管理和档案资料的安全监护，保护、修复档案
6.编制检索工具，建立数据库
7.提供档案资料借阅和咨询服务
8.进行档案资料考证研究与编纂。",2-10-07,2-10,2类-专业技术创制,"[""接收征集档案资料"", ""鉴定档案价值"", ""分类编号组卷"", ""保护修复档案"", ""编制检索工具""]","[""档案资料"", ""档案库房"", ""档案数据库"", ""检索工具""]","[""档案登记册"", ""档案卷宗"", ""档案检索目录""]","""档案资料保存完整率""","[""档案库房"", ""档案管理办公室"", ""数字档案管理系统""]","[""档案借阅人员"", ""历史研究人员"", ""企事业单位""]",事务支持
四级,2-10-08-01,考古专业人员,从事古代遗存调查、勘探、发掘、整理、评估等工作，并开展研究的专业人员。,"1.组织探寻、发现陆地、水域埋藏或淹没古代实物遗存以及相关遗存的科研活动
2.编制考古计划与文物保护预案，开展考古调查与勘测
3.发掘地下、水下遗存，清理堆积和遗迹，提取遗物、标本及相关遗迹，采集、记录发掘过程信息
4.分析、整理出土、出水遗存，确定考古遗存的年代、属性、功能等
5.整理所获得实物及信息，编写完成考古简报及考古调查、发掘报告
6.运用相关资料和考古学方法，研究古代遗存及历史相关问题
7.评估地下、水下遗存，提供文物保护与利用咨询服务
8.组织相关专业人员现场开展遗址或考古实物遗存保护及研究工作。",2-10-08,2-10,2类-专业技术创制,"[""开展考古调查勘测"", ""发掘地下水下遗存"", ""分析整理出土遗存"", ""编写考古发掘报告"", ""研究古代历史问题""]","[""古代实物遗存"", ""地下水下遗迹"", ""出土出水文物"", ""考古学研究资料""]","[""考古发掘报告"", ""考古调查报告"", ""文物保护预案""]","""研究成果质量""","[""考古发掘现场"", ""考古实验室"", ""文物研究机构""]","[""文物管理部门"", ""学术研究机构"", ""社会公众""]",专业/项目负责
四级,2-10-08-02,文物藏品专业人员,从事文物藏品征集、鉴定、登编、影像信息采集等保管和研究工作的专业人员。,"1.调查、征集社会文物
2.进行文物藏品鉴定、定名及定级
3.进行文物藏品登记、编目及建档
4.管理文物藏品总账、分类账等账册及藏品档案
5.进行文物藏品入库、排架、保养、盘查、统计、注销、备案及库房安全等管理
6.采集、编辑、管理与应用文物藏品数字化影像资料
7.研究、利用文物藏品，提供陈列展览、社会教育、文创开发、研究观摩等的咨询服务
8.监测文物本体及保管环境变化状况，提出调整改善需求及建议方案。",2-10-08,2-10,2类-专业技术创制,"[""调查征集社会文物"", ""鉴定定名定级藏品"", ""登记编目建档藏品"", ""监测文物保管环境""]","[""社会文物"", ""文物藏品"", ""文物数字化影像资料"", ""文物保管环境""]","[""文物藏品登记档案"", ""文物藏品账册"", ""文物环境改善方案""]","""无明确指标""","[""文物库房"", ""博物馆展厅"", ""文物数字化工作室""]","[""社会公众"", ""学术研究人员"", ""文创开发单位""]",专业/项目负责
