源编码,目标实体,关系类型
2-02-05-03,研究,INVOLVES_ACTION
2-02-05-03,设计,INVOLVES_ACTION
2-02-05-03,制订,INVOLVES_ACTION
2-02-05-03,焦化工艺,TARGETS_OBJECT
2-02-05-03,焦化产品,TARGETS_OBJECT
2-02-05-03,生产技术问题,TARGETS_OBJECT
2-02-05-03,焦化工厂,OPERATES_IN_ENV
2-02-05-04,研究,INVOLVES_ACTION
2-02-05-04,设计,INVOLVES_ACTION
2-02-05-04,制订,INVOLVES_ACTION
2-02-05-04,金属材料,TARGETS_OBJECT
2-02-05-04,生产工艺,TARGETS_OBJECT
2-02-05-04,技术标准,TARGETS_OBJECT
2-02-05-05,研究,INVOLVES_ACTION
2-02-05-05,设计,INVOLVES_ACTION
2-02-05-05,制订,INVOLVES_ACTION
2-02-05-05,耐火材料,TARGETS_OBJECT
2-02-05-05,生产工艺,TARGETS_OBJECT
2-02-05-05,技术标准,TARGETS_OBJECT
2-02-05-05,耐火材料工厂,OPERATES_IN_ENV
2-02-05-06,研究,INVOLVES_ACTION
2-02-05-06,研发,INVOLVES_ACTION
2-02-05-06,设计,INVOLVES_ACTION
2-02-05-06,炭素材料,TARGETS_OBJECT
2-02-05-06,炭纤维复合材料,TARGETS_OBJECT
2-02-05-06,生产工艺,TARGETS_OBJECT
2-02-05-06,炭素工厂,OPERATES_IN_ENV
2-02-05-07,研究,INVOLVES_ACTION
2-02-05-07,设计,INVOLVES_ACTION
2-02-05-07,制订,INVOLVES_ACTION
2-02-05-07,热能利用工艺,TARGETS_OBJECT
2-02-05-07,冶金炉窑,TARGETS_OBJECT
2-02-05-07,能耗指标,TARGETS_OBJECT
2-02-05-07,冶金生产,OPERATES_IN_ENV
2-02-05-07,冶金工厂,OPERATES_IN_ENV
2-02-05-08,研究,INVOLVES_ACTION
2-02-05-08,设计,INVOLVES_ACTION
2-02-05-08,指导,INVOLVES_ACTION
2-02-05-08,离心铸铁管,TARGETS_OBJECT
2-02-05-08,生产工艺,TARGETS_OBJECT
2-02-05-08,铸管工厂,TARGETS_OBJECT
2-02-05-08,铸管工厂,OPERATES_IN_ENV
2-02-05-09,研究,INVOLVES_ACTION
2-02-05-09,开发,INVOLVES_ACTION
2-02-05-09,设计,INVOLVES_ACTION
2-02-05-09,稀土矿物,TARGETS_OBJECT
2-02-05-09,功能材料,TARGETS_OBJECT
2-02-05-09,冶炼装备,TARGETS_OBJECT
2-02-05-09,稀土冶炼工厂,OPERATES_IN_ENV
2-02-05-09,新材料生产线,OPERATES_IN_ENV
2-02-06,实验,INVOLVES_ACTION
2-02-06,设计,INVOLVES_ACTION
2-02-06,化工产品生产,TARGETS_OBJECT
2-02-06,工艺实验,TARGETS_OBJECT
2-02-06,工艺设计,TARGETS_OBJECT
2-02-06,生产技术,TARGETS_OBJECT
2-02-06-01,制订,INVOLVES_ACTION
2-02-06-01,操作,INVOLVES_ACTION
2-02-06-01,分析,INVOLVES_ACTION
2-02-06-01,实验流程,TARGETS_OBJECT
2-02-06-01,化工实验装置,TARGETS_OBJECT
2-02-06-01,实验数据,TARGETS_OBJECT
2-02-06-01,化工实验,OPERATES_IN_ENV
2-02-06-02,编写,INVOLVES_ACTION
2-02-06-02,计算,INVOLVES_ACTION
2-02-06-02,绘制,INVOLVES_ACTION
2-02-06-02,可行性报告,TARGETS_OBJECT
2-02-06-02,化工工艺,TARGETS_OBJECT
2-02-06-02,工艺流程图,TARGETS_OBJECT
2-02-06-03,编写,INVOLVES_ACTION
2-02-06-03,制订,INVOLVES_ACTION
2-02-06-03,技术规程,TARGETS_OBJECT
2-02-06-03,控制指标,TARGETS_OBJECT
2-02-06-03,异常现象,TARGETS_OBJECT
2-02-06-03,化工生产,OPERATES_IN_ENV
2-02-07,设计,INVOLVES_ACTION
2-02-07,制造,INVOLVES_ACTION
2-02-07,设备管理,INVOLVES_ACTION
2-02-07,机械,TARGETS_OBJECT
2-02-07,仪器仪表,TARGETS_OBJECT
2-02-07-01,研究,INVOLVES_ACTION
2-02-07-01,设计,INVOLVES_ACTION
2-02-07-01,管理,INVOLVES_ACTION
2-02-07-01,机械产品,TARGETS_OBJECT
2-02-07-01,机械零部件,TARGETS_OBJECT
2-02-07-01,设计流程,TARGETS_OBJECT
2-02-07-01,机械工厂,OPERATES_IN_ENV
2-02-07-02,研究,INVOLVES_ACTION
2-02-07-02,编制,INVOLVES_ACTION
2-02-07-02,机械制造加工工艺,TARGETS_OBJECT
2-02-07-02,工艺装备,TARGETS_OBJECT
2-02-07-02,生产流程,TARGETS_OBJECT
2-02-07-03,研究,INVOLVES_ACTION
2-02-07-03,开发,INVOLVES_ACTION
2-02-07-03,设计,INVOLVES_ACTION
2-02-07-03,仪器仪表,TARGETS_OBJECT
2-02-07-03,测量控制系统,TARGETS_OBJECT
2-02-07-04,编制,INVOLVES_ACTION
2-02-07-04,管理,INVOLVES_ACTION
2-02-07-04,维护,INVOLVES_ACTION
2-02-07-04,设备备件,TARGETS_OBJECT
2-02-07-04,检修计划,TARGETS_OBJECT
2-02-07-04,数字化管理平台,TARGETS_OBJECT
2-02-07-04,现场环境,OPERATES_IN_ENV
2-02-07-05,评估,INVOLVES_ACTION
2-02-07-05,安装调试,INVOLVES_ACTION
2-02-07-05,维护维修,INVOLVES_ACTION
2-02-07-05,医学设备,TARGETS_OBJECT
2-02-07-06,分析,INVOLVES_ACTION
2-02-07-06,设计,INVOLVES_ACTION
2-02-07-06,绘制,INVOLVES_ACTION
2-02-07-06,模具,TARGETS_OBJECT
2-02-07-06,工艺方案,TARGETS_OBJECT
2-02-07-06,工程图,TARGETS_OBJECT
2-02-07-07,设计,INVOLVES_ACTION
2-02-07-07,测试,INVOLVES_ACTION
2-02-07-07,维护,INVOLVES_ACTION
2-02-07-07,自动化元器件,TARGETS_OBJECT
2-02-07-07,自动化系统,TARGETS_OBJECT
2-02-07-07,生产流水线,TARGETS_OBJECT
2-02-07-08,研究,INVOLVES_ACTION
2-02-07-08,应用,INVOLVES_ACTION
2-02-07-08,设计,INVOLVES_ACTION
2-02-07-08,成形与改性技术,TARGETS_OBJECT
2-02-07-08,工艺装备,TARGETS_OBJECT
2-02-07-08,加工工艺文件,TARGETS_OBJECT
2-02-07-08,生产,OPERATES_IN_ENV
2-02-07-09,研究,INVOLVES_ACTION
2-02-07-09,设计,INVOLVES_ACTION
2-02-07-09,监控,INVOLVES_ACTION
2-02-07-09,焊接技术工艺,TARGETS_OBJECT
2-02-07-09,焊接结构,TARGETS_OBJECT
2-02-07-09,产品质量,TARGETS_OBJECT
2-02-07-10,编制,INVOLVES_ACTION
2-02-07-10,检查,INVOLVES_ACTION
2-02-07-10,分析,INVOLVES_ACTION
2-02-07-10,特种设备,TARGETS_OBJECT
2-02-07-10,技术文件,TARGETS_OBJECT
2-02-07-10,安全性能,TARGETS_OBJECT
2-02-07-11,研究,INVOLVES_ACTION
2-02-07-11,设计,INVOLVES_ACTION
2-02-07-11,分析,INVOLVES_ACTION
2-02-07-11,汽车产品,TARGETS_OBJECT
2-02-07-11,制造技术工艺,TARGETS_OBJECT
2-02-07-11,零部件,TARGETS_OBJECT
2-02-07-12,研究,INVOLVES_ACTION
2-02-07-12,设计,INVOLVES_ACTION
2-02-07-12,指导,INVOLVES_ACTION
2-02-07-12,船舶及其辅助设备,TARGETS_OBJECT
2-02-07-12,船体和动力装置,TARGETS_OBJECT
2-02-07-12,制造工艺标准,TARGETS_OBJECT
2-02-07-13,研究,INVOLVES_ACTION
2-02-07-13,设计,INVOLVES_ACTION
2-02-07-13,指导,INVOLVES_ACTION
2-02-07-13,铸造产品,TARGETS_OBJECT
2-02-07-13,生产工艺,TARGETS_OBJECT
2-02-07-13,专用设备,TARGETS_OBJECT
2-02-08,设计,INVOLVES_ACTION
2-02-08,制造,INVOLVES_ACTION
2-02-08,试验,INVOLVES_ACTION
2-02-08,支援,INVOLVES_ACTION
2-02-08,飞行器,TARGETS_OBJECT
2-02-08,航空动力装置,TARGETS_OBJECT
2-02-08,机械设备,TARGETS_OBJECT
2-02-08-01,研究,INVOLVES_ACTION
2-02-08-01,设计,INVOLVES_ACTION
2-02-08-01,验证,INVOLVES_ACTION
2-02-08-01,飞行器,TARGETS_OBJECT
2-02-08-01,行业标准,TARGETS_OBJECT
2-02-08-01,机载软件,TARGETS_OBJECT
2-02-08-02,设计,INVOLVES_ACTION
2-02-08-02,制订,INVOLVES_ACTION
2-02-08-02,研究,INVOLVES_ACTION
2-02-08-02,飞行器制造工艺,TARGETS_OBJECT
2-02-08-02,工艺装备,TARGETS_OBJECT
2-02-08-02,检验检测技术,TARGETS_OBJECT
2-02-08-03,设计,INVOLVES_ACTION
2-02-08-03,研究,INVOLVES_ACTION
2-02-08-03,验证,INVOLVES_ACTION
2-02-08-03,航空动力装置,TARGETS_OBJECT
2-02-08-03,衍生产品,TARGETS_OBJECT
2-02-08-03,部件与系统,TARGETS_OBJECT
2-02-08-04,设计,INVOLVES_ACTION
2-02-08-04,制订,INVOLVES_ACTION
2-02-08-04,编制,INVOLVES_ACTION
2-02-08-04,航空动力装置,TARGETS_OBJECT
2-02-08-04,制造工艺,TARGETS_OBJECT
2-02-08-04,工艺装备,TARGETS_OBJECT
2-02-08-05,设计,INVOLVES_ACTION
2-02-08-05,研制,INVOLVES_ACTION
2-02-08-05,航空产品,TARGETS_OBJECT
2-02-08-05,试验方案,TARGETS_OBJECT
2-02-08-05,试验设备,TARGETS_OBJECT
2-02-08-05,地面试验,OPERATES_IN_ENV
2-02-08-05,高空模拟试验,OPERATES_IN_ENV
2-02-08-05,飞行试验,OPERATES_IN_ENV
2-02-08-06,制订,INVOLVES_ACTION
2-02-08-06,验证,INVOLVES_ACTION
2-02-08-06,监督管理,INVOLVES_ACTION
2-02-08-06,适航符合性,TARGETS_OBJECT
2-02-08-06,设计保证系统,TARGETS_OBJECT
2-02-08-06,适航标准和规范,TARGETS_OBJECT
2-02-08-06,航空产品研制,OPERATES_IN_ENV
2-02-08-07,研制,INVOLVES_ACTION
2-02-08-07,分析,INVOLVES_ACTION
2-02-08-07,设计,INVOLVES_ACTION
2-02-08-07,航空产品支援设备,TARGETS_OBJECT
2-02-08-07,维修任务,TARGETS_OBJECT
2-02-08-07,数字化产品,TARGETS_OBJECT
2-02-08-07,复杂环境,OPERATES_IN_ENV
2-02-08-08,研究,INVOLVES_ACTION
2-02-08-08,设计,INVOLVES_ACTION
2-02-08-08,试验,INVOLVES_ACTION
2-02-08-08,机载设备,TARGETS_OBJECT
2-02-08-08,系统,TARGETS_OBJECT
2-02-08-08,部件,TARGETS_OBJECT
2-02-09,研究,INVOLVES_ACTION
2-02-09,设计,INVOLVES_ACTION
2-02-09,制造,INVOLVES_ACTION
2-02-09,使用维护,INVOLVES_ACTION
2-02-09,电子材料,TARGETS_OBJECT
2-02-09,电子元器件,TARGETS_OBJECT
2-02-09,雷达导航设备与系统工程,TARGETS_OBJECT
2-02-09,电子仪器,TARGETS_OBJECT
2-02-09,广播视听设备,TARGETS_OBJECT
2-02-09-01,研发,INVOLVES_ACTION
2-02-09-01,设计,INVOLVES_ACTION
2-02-09-01,指导生产,INVOLVES_ACTION
2-02-09-01,电子材料,TARGETS_OBJECT
2-02-09-01,半导体材料,TARGETS_OBJECT
2-02-09-01,光纤光缆材料,TARGETS_OBJECT
2-02-09-02,研发,INVOLVES_ACTION
2-02-09-02,设计,INVOLVES_ACTION
2-02-09-02,指导生产,INVOLVES_ACTION
2-02-09-02,电子元器件,TARGETS_OBJECT
2-02-09-02,电子封装,TARGETS_OBJECT
2-02-09-02,试验与检测技术,TARGETS_OBJECT
2-02-09-03,研究,INVOLVES_ACTION
2-02-09-03,设计,INVOLVES_ACTION
2-02-09-03,研发,INVOLVES_ACTION
2-02-09-03,调试,INVOLVES_ACTION
2-02-09-03,测试,INVOLVES_ACTION
2-02-09-03,管理,INVOLVES_ACTION
2-02-09-03,雷达系统,TARGETS_OBJECT
2-02-09-03,导航系统,TARGETS_OBJECT
2-02-09-03,雷达设备,TARGETS_OBJECT
2-02-09-03,导航设备,TARGETS_OBJECT
2-02-09-04,研发,INVOLVES_ACTION
2-02-09-04,设计,INVOLVES_ACTION
2-02-09-04,检测,INVOLVES_ACTION
2-02-09-04,电子测量仪器,TARGETS_OBJECT
2-02-09-04,医疗电子仪器,TARGETS_OBJECT
2-02-09-04,设备与系统,TARGETS_OBJECT
2-02-09-05,研究,INVOLVES_ACTION
2-02-09-05,设计,INVOLVES_ACTION
2-02-09-05,指导,INVOLVES_ACTION
2-02-09-05,广播视听设备与系统,TARGETS_OBJECT
2-02-10,研究,INVOLVES_ACTION
2-02-10,设计,INVOLVES_ACTION
2-02-10,制造,INVOLVES_ACTION
2-02-10,维护,INVOLVES_ACTION
2-02-10,信息和通信工程,TARGETS_OBJECT
2-02-10-01,研究,INVOLVES_ACTION
2-02-10-01,研发,INVOLVES_ACTION
2-02-10-01,设计,INVOLVES_ACTION
2-02-10-01,通信网络,TARGETS_OBJECT
2-02-10-01,网络设备,TARGETS_OBJECT
2-02-10-01,业务产品,TARGETS_OBJECT
2-02-10-02,研究,INVOLVES_ACTION
2-02-10-02,设计,INVOLVES_ACTION
2-02-10-02,维护,INVOLVES_ACTION
2-02-10-02,计算机硬件,TARGETS_OBJECT
2-02-10-02,主板,TARGETS_OBJECT
2-02-10-02,外设,TARGETS_OBJECT
2-02-10-03,研究,INVOLVES_ACTION
2-02-10-03,设计,INVOLVES_ACTION
2-02-10-03,维护,INVOLVES_ACTION
2-02-10-03,计算机软件,TARGETS_OBJECT
2-02-10-03,需求说明书,TARGETS_OBJECT
2-02-10-03,软件系统,TARGETS_OBJECT
2-02-10-04,研究,INVOLVES_ACTION
2-02-10-04,设计,INVOLVES_ACTION
2-02-10-04,维护,INVOLVES_ACTION
2-02-10-04,计算机网络系统,TARGETS_OBJECT
2-02-10-04,网络设备,TARGETS_OBJECT
2-02-10-04,网络操作系统,TARGETS_OBJECT
2-02-10-05,分析,INVOLVES_ACTION
2-02-10-05,设计,INVOLVES_ACTION
2-02-10-05,咨询,INVOLVES_ACTION
2-02-10-05,信息系统,TARGETS_OBJECT
2-02-10-05,需求说明书,TARGETS_OBJECT
2-02-10-05,解决方案,TARGETS_OBJECT
2-02-10-06,分析,INVOLVES_ACTION
2-02-10-06,编程,INVOLVES_ACTION
2-02-10-06,设计,INVOLVES_ACTION
2-02-10-06,嵌入式应用系统,TARGETS_OBJECT
2-02-10-06,自动化控制系统,TARGETS_OBJECT
2-02-10-06,系统软件,TARGETS_OBJECT
2-02-10-07,研究,INVOLVES_ACTION
2-02-10-07,设计,INVOLVES_ACTION
2-02-10-07,评估,INVOLVES_ACTION
2-02-10-07,信息系统,TARGETS_OBJECT
2-02-10-07,安全解决方案,TARGETS_OBJECT
2-02-10-07,安全政策,TARGETS_OBJECT
2-02-10-08,设计,INVOLVES_ACTION
2-02-10-08,开发,INVOLVES_ACTION
2-02-10-08,维护,INVOLVES_ACTION
2-02-10-08,信息系统,TARGETS_OBJECT
2-02-10-08,运行环境,TARGETS_OBJECT
2-02-10-08,安全策略,TARGETS_OBJECT
2-02-11,研究,INVOLVES_ACTION
2-02-11,设计,INVOLVES_ACTION
2-02-11,制造,INVOLVES_ACTION
2-02-11,试验,INVOLVES_ACTION
2-02-11,电机与电器,TARGETS_OBJECT
2-02-11,电线电缆与电工材料,TARGETS_OBJECT
2-02-11,光源与照明,TARGETS_OBJECT
2-02-11-01,研发,INVOLVES_ACTION
2-02-11-01,设计,INVOLVES_ACTION
2-02-11-01,检验,INVOLVES_ACTION
2-02-11-01,电器设备,TARGETS_OBJECT
2-02-11-01,输配电设备,TARGETS_OBJECT
2-02-11-01,电气功能材料,TARGETS_OBJECT
2-02-11-02,研究,INVOLVES_ACTION
2-02-11-02,设计,INVOLVES_ACTION
2-02-11-02,测试检验,INVOLVES_ACTION
2-02-11-02,电缆光缆产品,TARGETS_OBJECT
2-02-11-02,生产工艺,TARGETS_OBJECT
2-02-11-02,材料,TARGETS_OBJECT
2-02-11-03,研究,INVOLVES_ACTION
2-02-11-03,开发,INVOLVES_ACTION
2-02-11-03,设计,INVOLVES_ACTION
2-02-11-03,电光源,TARGETS_OBJECT
2-02-11-03,照明器具,TARGETS_OBJECT
2-02-11-03,照明系统,TARGETS_OBJECT
2-02-12,研究,INVOLVES_ACTION
2-02-12,设计,INVOLVES_ACTION
2-02-12,安装,INVOLVES_ACTION
2-02-12,运行,INVOLVES_ACTION
2-02-12,检修,INVOLVES_ACTION
2-02-12,管理,INVOLVES_ACTION
2-02-12,电站,TARGETS_OBJECT
2-02-12,电力系统,TARGETS_OBJECT
2-02-12-01,研究,INVOLVES_ACTION
2-02-12-01,设计,INVOLVES_ACTION
2-02-12-01,分析,INVOLVES_ACTION
2-02-12-01,发电厂,TARGETS_OBJECT
2-02-12-01,发电设备,TARGETS_OBJECT
2-02-12-01,生产自动化技术,TARGETS_OBJECT
2-02-12-01,发电厂,OPERATES_IN_ENV
2-02-12-02,研发,INVOLVES_ACTION
2-02-12-02,设计,INVOLVES_ACTION
2-02-12-02,指导,INVOLVES_ACTION
2-02-12-02,供用电系统,TARGETS_OBJECT
2-02-12-02,供用电设备,TARGETS_OBJECT
2-02-12-02,用电营业,TARGETS_OBJECT
2-02-12-03,规划,INVOLVES_ACTION
2-02-12-03,设计,INVOLVES_ACTION
2-02-12-03,研究,INVOLVES_ACTION
2-02-12-03,变电站,TARGETS_OBJECT
2-02-12-03,变电设备,TARGETS_OBJECT
2-02-12-03,变电系统,TARGETS_OBJECT
2-02-12-04,规划,INVOLVES_ACTION
2-02-12-04,设计,INVOLVES_ACTION
2-02-12-04,研究,INVOLVES_ACTION
2-02-12-04,输电线路,TARGETS_OBJECT
2-02-12-04,输电设备,TARGETS_OBJECT
2-02-12-04,输电系统,TARGETS_OBJECT
2-02-12-05,编制,INVOLVES_ACTION
2-02-12-05,指导,INVOLVES_ACTION
2-02-12-05,管理,INVOLVES_ACTION
2-02-12-05,施工方案,TARGETS_OBJECT
2-02-12-05,电力设备,TARGETS_OBJECT
2-02-12-05,施工记录,TARGETS_OBJECT
2-02-12-05,现场,OPERATES_IN_ENV
2-02-13,建设管理,INVOLVES_ACTION
2-02-13,邮政信息处理,TARGETS_OBJECT
2-02-13,邮政局所,TARGETS_OBJECT
2-02-13,快递设备和服务,TARGETS_OBJECT
2-02-13,快递网络,TARGETS_OBJECT
2-02-13-01,规划,INVOLVES_ACTION
2-02-13-01,设计,INVOLVES_ACTION
2-02-13-01,维护,INVOLVES_ACTION
2-02-13-01,邮政通信网络,TARGETS_OBJECT
2-02-13-01,生产作业流程,TARGETS_OBJECT
2-02-13-01,信息系统,TARGETS_OBJECT
2-02-13-02,研究,INVOLVES_ACTION
2-02-13-02,设计,INVOLVES_ACTION
2-02-13-02,规划,INVOLVES_ACTION
2-02-13-02,快递设备,TARGETS_OBJECT
2-02-13-02,网络布局,TARGETS_OBJECT
2-02-13-02,信息系统,TARGETS_OBJECT
2-02-14,编播,INVOLVES_ACTION
2-02-14,传输,INVOLVES_ACTION
2-02-14,设计,INVOLVES_ACTION
2-02-14,安装,INVOLVES_ACTION
2-02-14,广播电视节目,TARGETS_OBJECT
2-02-14,信号,TARGETS_OBJECT
2-02-14,电影制作工艺,TARGETS_OBJECT
2-02-14,设备,TARGETS_OBJECT
2-02-14-01,研究,INVOLVES_ACTION
2-02-14-01,配置,INVOLVES_ACTION
2-02-14-01,维护,INVOLVES_ACTION
2-02-14-01,广播电视节目制作系统,TARGETS_OBJECT
2-02-14-01,播出设备,TARGETS_OBJECT
2-02-14-01,存储系统,TARGETS_OBJECT
2-02-14-02,规划设计,INVOLVES_ACTION
2-02-14-02,运行维护,INVOLVES_ACTION
2-02-14-02,监测管理,INVOLVES_ACTION
2-02-14-02,广播电视信号传输覆盖系统,TARGETS_OBJECT
2-02-14-02,设备,TARGETS_OBJECT
2-02-14-02,网络系统,TARGETS_OBJECT
2-02-14-03,设计,INVOLVES_ACTION
2-02-14-03,安装,INVOLVES_ACTION
2-02-14-03,研发,INVOLVES_ACTION
2-02-14-03,电影摄制工艺,TARGETS_OBJECT
2-02-14-03,设备,TARGETS_OBJECT
2-02-14-03,新技术,TARGETS_OBJECT
2-02-14-04,设计,INVOLVES_ACTION
2-02-14-04,管理,INVOLVES_ACTION
2-02-14-04,维护,INVOLVES_ACTION
2-02-14-04,演艺设备,TARGETS_OBJECT
2-02-14-04,工程方案,TARGETS_OBJECT
2-02-14-04,剧场,OPERATES_IN_ENV
2-02-14-04,音乐厅,OPERATES_IN_ENV
2-02-15,养护,INVOLVES_ACTION
2-02-15,汽车,TARGETS_OBJECT
2-02-15,船舶,TARGETS_OBJECT
2-02-15,水上交通,TARGETS_OBJECT
2-02-15,道路交通,TARGETS_OBJECT
2-02-15,道路,OPERATES_IN_ENV
2-02-15,水上,OPERATES_IN_ENV
2-02-15-01,分析,INVOLVES_ACTION
2-02-15-01,制订,INVOLVES_ACTION
2-02-15-01,汽车性能,TARGETS_OBJECT
2-02-15-01,维修技术管理制度,TARGETS_OBJECT
2-02-15-01,车辆技术档案,TARGETS_OBJECT
2-02-15-02,研究,INVOLVES_ACTION
2-02-15-02,编制,INVOLVES_ACTION
2-02-15-02,船舶及海上设施,TARGETS_OBJECT
2-02-15-02,技术标准和规范,TARGETS_OBJECT
2-02-15-02,运行技术方案,TARGETS_OBJECT
2-02-15-02,船舶,OPERATES_IN_ENV
2-02-15-02,海上设施,OPERATES_IN_ENV
2-02-15-03,监督管理,INVOLVES_ACTION
2-02-15-03,防治,INVOLVES_ACTION
2-02-15-03,编制,INVOLVES_ACTION
2-02-15-03,船舶,TARGETS_OBJECT
2-02-15-03,水上交通安全,TARGETS_OBJECT
2-02-15-03,导航工程,TARGETS_OBJECT
2-02-15-03,水上,OPERATES_IN_ENV
2-02-15-04,搜寻,INVOLVES_ACTION
2-02-15-04,救助,INVOLVES_ACTION
2-02-15-04,打捞,INVOLVES_ACTION
2-02-15-04,船舶,TARGETS_OBJECT
2-02-15-04,飞行器,TARGETS_OBJECT
2-02-15-04,潜水装备,TARGETS_OBJECT
2-02-15-04,水上,OPERATES_IN_ENV
2-02-15-04,水域,OPERATES_IN_ENV
2-02-15-05,核定,INVOLVES_ACTION
2-02-15-05,检验,INVOLVES_ACTION
2-02-15-05,签发,INVOLVES_ACTION
2-02-15-05,船舶,TARGETS_OBJECT
2-02-15-05,水上设施,TARGETS_OBJECT
2-02-15-05,船运集装箱,TARGETS_OBJECT
2-02-15-06,操作,INVOLVES_ACTION
2-02-15-06,监测,INVOLVES_ACTION
2-02-15-06,维护,INVOLVES_ACTION
2-02-15-06,无线电航标设备,TARGETS_OBJECT
2-02-15-06,无线电指向标,TARGETS_OBJECT
2-02-15-06,差分全球导航卫星系统,TARGETS_OBJECT
2-02-15-06,指挥单位,OPERATES_IN_ENV
2-02-15-06,双控河段,OPERATES_IN_ENV
2-02-15-07,布设,INVOLVES_ACTION
2-02-15-07,安装,INVOLVES_ACTION
2-02-15-07,维护,INVOLVES_ACTION
2-02-15-07,视觉航标设备,TARGETS_OBJECT
2-02-15-07,附属装备,TARGETS_OBJECT
2-02-15-07,设施,TARGETS_OBJECT
2-02-15-08,研究,INVOLVES_ACTION
2-02-15-08,编制,INVOLVES_ACTION
2-02-15-08,设计,INVOLVES_ACTION
2-02-15-08,道路交通政策,TARGETS_OBJECT
2-02-15-08,道路交通规划,TARGETS_OBJECT
2-02-15-08,道路交通控制方案,TARGETS_OBJECT
2-02-15-09,检测与评定,INVOLVES_ACTION
2-02-15-09,分析,INVOLVES_ACTION
2-02-15-09,编制,INVOLVES_ACTION
2-02-15-09,指导,INVOLVES_ACTION
2-02-15-09,公路技术状况,TARGETS_OBJECT
2-02-15-09,养护需求,TARGETS_OBJECT
2-02-15-09,养护工程设计文件,TARGETS_OBJECT
2-02-15-09,公路,OPERATES_IN_ENV
2-02-16,维修,INVOLVES_ACTION
2-02-16,管理,INVOLVES_ACTION
2-02-16,生产,INVOLVES_ACTION
2-02-16,民用航空器,TARGETS_OBJECT
2-02-16,空中交通,TARGETS_OBJECT
2-02-16,通用航空,TARGETS_OBJECT
2-02-16-01,制订,INVOLVES_ACTION
2-02-16-01,研究,INVOLVES_ACTION
2-02-16-01,维护,INVOLVES_ACTION
2-02-16-01,民用航空器,TARGETS_OBJECT
2-02-16-01,维修方案,TARGETS_OBJECT
2-02-16-01,适航证,TARGETS_OBJECT
2-02-16-02,管制,INVOLVES_ACTION
2-02-16-02,管理,INVOLVES_ACTION
2-02-16-02,设计,INVOLVES_ACTION
2-02-16-02,民用航空器,TARGETS_OBJECT
2-02-16-02,空中交通,TARGETS_OBJECT
2-02-16-02,飞行空域,TARGETS_OBJECT
2-02-16-02,民航空中交通管理,OPERATES_IN_ENV
2-02-16-03,研发,INVOLVES_ACTION
2-02-16-03,研究,INVOLVES_ACTION
2-02-16-03,操作,INVOLVES_ACTION
2-02-16-03,通用航空专业设备,TARGETS_OBJECT
2-02-16-03,作业方案,TARGETS_OBJECT
2-02-16-03,航空作业仪器,TARGETS_OBJECT
2-02-16-03,飞行过程中,OPERATES_IN_ENV
2-02-16-03,作业区域,OPERATES_IN_ENV
2-02-16-04,评估,INVOLVES_ACTION
2-02-16-04,制作,INVOLVES_ACTION
2-02-16-04,监控,INVOLVES_ACTION
2-02-16-04,飞行计划,TARGETS_OBJECT
2-02-16-04,航班运行,TARGETS_OBJECT
2-02-16-04,运行性能,TARGETS_OBJECT
2-02-16-04,航空公司,OPERATES_IN_ENV
2-02-17,研究,INVOLVES_ACTION
2-02-17,规划设计,INVOLVES_ACTION
2-02-17,维护,INVOLVES_ACTION
2-02-17,铁路,TARGETS_OBJECT
2-02-17,设备,TARGETS_OBJECT
2-02-17-01,编制,INVOLVES_ACTION
2-02-17-01,管理,INVOLVES_ACTION
2-02-17-01,制订,INVOLVES_ACTION
2-02-17-01,铁路运输规划,TARGETS_OBJECT
2-02-17-01,运输能力,TARGETS_OBJECT
2-02-17-01,运营方案,TARGETS_OBJECT
2-02-17-01,铁路车站,OPERATES_IN_ENV
2-02-17-01,枢纽,OPERATES_IN_ENV
2-02-17-02,制订,INVOLVES_ACTION
2-02-17-02,组织管理,INVOLVES_ACTION
2-02-17-02,设计,INVOLVES_ACTION
2-02-17-02,铁路机车,TARGETS_OBJECT
2-02-17-02,技术标准,TARGETS_OBJECT
2-02-17-02,机务设备,TARGETS_OBJECT
2-02-17-02,铁路机务,OPERATES_IN_ENV
2-02-17-03,研究,INVOLVES_ACTION
2-02-17-03,设计,INVOLVES_ACTION
2-02-17-03,制订,INVOLVES_ACTION
2-02-17-03,铁路车辆,TARGETS_OBJECT
2-02-17-03,技术标准,TARGETS_OBJECT
2-02-17-03,检修规程,TARGETS_OBJECT
2-02-17-04,研究,INVOLVES_ACTION
2-02-17-04,设计,INVOLVES_ACTION
2-02-17-04,维护,INVOLVES_ACTION
2-02-17-04,铁路通信信号系统,TARGETS_OBJECT
2-02-17-04,设备,TARGETS_OBJECT
2-02-17-04,铁路,OPERATES_IN_ENV
2-02-17-05,研发,INVOLVES_ACTION
2-02-17-05,设计,INVOLVES_ACTION
2-02-17-05,维护管理,INVOLVES_ACTION
2-02-17-05,铁路牵引供电系统,TARGETS_OBJECT
2-02-17-05,电气化铁道接触网,TARGETS_OBJECT
2-02-17-05,供电设备,TARGETS_OBJECT
2-02-17-05,铁路,OPERATES_IN_ENV
2-02-17-06,制订,INVOLVES_ACTION
2-02-17-06,检测,INVOLVES_ACTION
2-02-17-06,管理,INVOLVES_ACTION
2-02-17-06,铁路固定设施,TARGETS_OBJECT
2-02-17-06,维修计划,TARGETS_OBJECT
